metric,value,scope
temperature_mean_c,22.936111111111114,current
dew_point_mean_c,9.76388888888889,current
precipitation_total_mm,0.0,current
wind_speed_mean_ms,5.781666666666666,current
wind_gust_max_ms,11.2,current
pressure_mean_hpa,1016.5111111111112,current
pressure_range_hpa,7.600000000000023,current
cloud_cover_mean_pct,38.52777777777778,current
shortwave_total_wh_m2,15541.0,current
sunshine_total_s,126829.37999999999,current
frost_hours,0.0,current
cooling_degree_days_c,15.35,current
heating_degree_days_c,0.5416666666666667,current
temperature_mean_c,22.62666666666667,baseline_mean
precipitation_total_mm,2.7600000000000002,baseline_mean
wind_speed_mean_ms,4.507666666666667,baseline_mean
pressure_mean_hpa,1015.1366666666667,baseline_mean
cloud_cover_mean_pct,39.10000000000001,baseline_mean
shortwave_total_wh_m2,15518.055556797,baseline_mean
et0_total_mm,13.289999999999997,baseline_mean
water_balance_mm,-10.53,baseline_mean
