metric,value,scope
temperature_mean_c,21.64861111111111,current
dew_point_mean_c,5.608333333333334,current
precipitation_total_mm,0.0,current
wind_speed_mean_ms,3.9884722222222218,current
wind_gust_max_ms,8.4,current
pressure_mean_hpa,1018.723611111111,current
pressure_range_hpa,18.399999999999977,current
cloud_cover_mean_pct,12.055555555555555,current
shortwave_total_wh_m2,16799.0,current
sunshine_total_s,138416.89,current
frost_hours,0.0,current
cooling_degree_days_c,13.920833333333334,current
heating_degree_days_c,2.975,current
temperature_mean_c,20.23,baseline_mean
precipitation_total_mm,3.9799999999999995,baseline_mean
wind_speed_mean_ms,3.974333333333333,baseline_mean
pressure_mean_hpa,1017.4466666666667,baseline_mean
cloud_cover_mean_pct,36.266666666666666,baseline_mean
shortwave_total_wh_m2,13868.055556665004,baseline_mean
et0_total_mm,10.844,baseline_mean
water_balance_mm,-6.864000000000002,baseline_mean
